,Community Area,STORE NAME,Program Name,Program Type,Activity Status,Reduced Meal Eligibiity,Normalized Reduced Meal Eligiblity,HARDSHIP INDEX,LATITUDE,LONGITUDE
793,AUBURN GRESHAM,,Room at the Cross Ministries,ONSITE,INACTIVEFB,,,,41.736062700000005,
794,WASHINGTON PARK,,Metro Community Outreach,ONSITE,INACTIVEFB,,,,41.78780099999999,
795,GREATER GRAND CROSSING,,Greater Acquaintance Religious,ONSITE,INACTIVEFB,,,,41.7805099,
796,WEST PULLMAN,,Lights of Zion Church,ONSITE,INACTIVEFB,,,,41.6821789,
797,HYDE PARK,,METROSquash,ONSITE,INACTIVEAG,,,,41.7933802,
798,CHICAGO LAWN,,Men & Women of God Who Are We,ONSITE,INACTIVEFB,,,,41.7723412,
799,WASHINGTON HEIGHTS,,Covenant Faith Church of God,ONSITE,INACTIVEFB,,,,41.70312020000001,
800,ROBBINS,,Right Start Outreach Center,ONSITE,INACTIVEFB,,,,41.6409119,
801,GREATER GRAND CROSSING,,Global Girls Inc.,ONSITE,INACTIVEFB,,,,41.7556929,
802,WEST PULLMAN,,Christ Church of Chicago,ONSITE,INACTIVEFB,,,,41.659438,
803,AUBURN GRESHAM,,New Gresham,ONSITE,INACTIVEFB,,,,41.7356631,
804,AUBURN GRESHAM,,CCHC Amani House,ONSITE,INACTIVEFB,,,,41.747654,
805,AUBURN GRESHAM,,Greater Mt. Vernon Baptist Ch.,ONSITE,INACTIVEFB,,,,41.7355975,
806,WASHINGTON PARK,,Good Life,ONSITE,INACTIVEFB,,,,41.8210533,
807,WOODLAWN,,Ministry of the Faithful toGod,ONSITE,INACTIVEFB,,,,41.7841233,
808,CALUMET HEIGHTS,,CEDA - Calumet Park,ONSITE,INACTIVEFB,,,,41.664952299999996,
809,AUBURN GRESHAM,,Word of God Life Changing Min.,ONSITE,INACTIVEFB,,,,41.749975799999994,
810,WEST PULLMAN,,Noble Evangelistic Ministries,ONSITE,INACTIVEFB,,,,41.675863,
811,WASHINGTON HEIGHTS,,Gil Gal Ministries NFP,ONSITE,INACTIVEFB,,,,41.7411344,
812,GRAND BOULEVARD,,Harris Temple A.O.H. Church,ONSITE,INACTIVEFB,,,,41.819236700000005,
813,CALUMET HEIGHTS,,St. Ailbe Men's Ministry,ONSITE,INACTIVEFB,,,,41.729949,
814,HYDE PARK,,Blue Gargoyle Community Ser.,ONSITE,INACTIVEFB,,,,41.7919281,
815,CHICAGO LAWN,,Calvary Hill Baptist Church,ONSITE,INACTIVEFB,,,,41.7644396,
816,GREATER GRAND CROSSING,,Inner-City Missions Network,ONSITE,INACTIVEFB,,,,41.759737799999996,
817,DOUGLAS,,Ida B. Wells,GCFD-PM,INACTIVEFB,,,,41.8298799,
818,ENGLEWOOD,,Greater Mount Vernon PY,GCFD-PM,INACTIVEFB,,,,41.7771158,
819,ENGLEWOOD,,Zion Temple MBC,GCFD-PM,INACTIVEFB,,,,41.7667119,
820,ENGLEWOOD,,Will Feed Community Org.,GCFD-PM,INACTIVEFB,,,,41.7776961,
821,WEST ENGLEWOOD,,Beautiful Zion,GCFD-PM,INACTIVEFB,,,,41.7779653,
822,WASHINGTON HEIGHTS,,Whole Food Ministries,GCFD-PM,INACTIVEFB,,,,41.70686920000001,
823,GRAND BOULEVARD,,Slater senior apts,GCFD-PM,INACTIVEFB,,,,41.81804879999999,
824,GREATER GRAND CROSSING,,St. Mark Manor senior,GCFD-PM,INACTIVEFB,,,,41.75698260000001,
825,GRAND BOULEVARD,,Slater Homes -Main,GCFD-PM,INACTIVEFB,,,,41.81741829999999,
826,WEST PULLMAN,,Stratford Memorial Church,GCFD-PM,INACTIVEFB,,,,41.67790170000001,
827,GREATER GRAND CROSSING,,New Covenant Jesus Helping Hnd,GCFD-PM,INACTIVEAG,,,,41.7551035,
828,CALUMET HEIGHTS,,Vernon Park Church-Wyatt Ctr.,GCFD-PM,INACTIVEFB,,,,41.731746,
829,MORGAN PARK,,Tabernacle Church,GCFD-PM,INACTIVEFB,,,,41.694695700000004,
830,ROSELAND,,34th Ward Min. Alliance,GCFD-PM,INACTIVEFB,,,,41.7034262,
831,GREATER GRAND CROSSING,,Shiloh SDA Dorcas Society,GCFD-PM,ACTIVE,,,,41.76720460000001,
832,AUBURN GRESHAM,,87th Street Church of Christ,GCFD-PM,INACTIVEFB,,,,41.7354555,
833,WEST PULLMAN,,34th Ward Ministers Alliance,GCFD-PM,ACTIVE,,,,41.6784123,
834,WEST ENGLEWOOD,,Beautiful Zion MBC,GCFD-PM,ACTIVE,,,,41.7779653,
835,WASHINGTON HEIGHTS,,Whole Fold Ministries,GCFD-PM,INACTIVEAG,,,,41.70686920000001,
836,ENGLEWOOD,,Antioch Haven Homes,GCFD-PM,INACTIVEFB,,,,41.7801414,
837,MORGAN PARK,,Tabernacle of God Church of Ch,GCFD-PM,INACTIVEFB,,,,41.694695700000004,
838,ASHBURN,,18th Ward - Alderman Murphy,GCFD-PM,INACTIVEFB,,,,41.7447492,
839,ASHBURN,,SAKAL,GCFD-PM,INACTIVEAG,,,,41.7531028,
840,GREATER GRAND CROSSING,,St. Columbanus,GCFD-PM,ACTIVE,,,,41.765227100000004,
841,BLUE ISLAND,,Blue Island Rec Center,GCFD-PM,INACTIVEFB,,,,41.6368237,
842,ASHBURN,,Liberty Temple,GCFD-PM,ACTIVE,,,,41.74950810000001,
843,ASHBURN,,Monument of Faith Church,GCFD-PM,ACTIVE,,,,41.7568622,
844,WOODLAWN,,St. Phillip Lutheran Food PY,GCFD-PM,INACTIVEFB,,,,41.7810625,
845,MARKHAM,,Grace M.B.C.,GCFD-PM,ACTIVE,,,,41.58689160000001,
846,CALUMET PARK,,CEDA - Calumet Park,GCFD-PM,INACTIVEAG,,,,41.6639555,
847,WASHINGTON PARK,,Metro Community Outreach,GCFD-PM,INACTIVEFB,,,,41.78780099999999,
848,GREATER GRAND CROSSING,,Mt. Hermon MBC,GCFD-PM,ACTIVE,,,,41.751150700000004,
849,ROBBINS,,Good Shepherd Lutheran Church,GCFD-PM,ACTIVE,,,,41.638926,
850,ASHBURN,,18th Ward Alderman,GCFD-PM,ACTIVE,,,,41.7447492,
851,GREATER GRAND CROSSING,,Parkway Garden Christian CH,PANTRY,ACTIVE,,,,41.7746713,
852,GREATER GRAND CROSSING,,Gerizim Love Food Ministry,PANTRY,INACTIVEFB,,,,41.75868699999999,
853,CALUMET HEIGHTS,,Vernon Park Church of God,PANTRY,INACTIVEAG,,,,41.73193870000001,
854,TINLEY PARK,,Together We Cope,PANTRY,ACTIVE,,,,41.5822286,
855,GRAND BOULEVARD,,Ebenezer MBC Food Pantry,PANTRY,ACTIVE,,,,41.812841,
856,MARKHAM,,Hope Community Services,PANTRY,INACTIVEAG,,,,41.60486960000001,
857,WOODLAWN,,Project Care,PANTRY,ACTIVE,,,,41.78239230000001,
858,CRESTWOOD,,Operation Blessing-South,PANTRY,INACTIVEAG,,,,41.640592299999994,
859,AUBURN GRESHAM,,St. Sabina Parish,PANTRY,ACTIVE,,,,41.7507333,
860,CHATHAM,,Commonwealth Community Church,PANTRY,INACTIVEFB,,,,41.747499,
861,CHATHAM,,New Bethlehem #4 MBC Pantry,PANTRY,ACTIVE,,,,41.73336079999999,
862,AUBURN GRESHAM,,St. Elizabeth Catholic Worker,PANTRY,INACTIVEAG,,,,41.947969,
863,ENGLEWOOD,,Will Feed Community Org. PY,PANTRY,INACTIVEFB,,,,41.7776961,
864,WOODLAWN,,First Presbyterian: Kimbark PY,PANTRY,ACTIVE,,,,41.7783854,
865,WASHINGTON HEIGHTS,,Whole Fold Ministries,PANTRY,ACTIVE,,,,41.7071309,
866,GREATER GRAND CROSSING,,New Covenant Jesus Help-N-Hand,PANTRY,INACTIVEAG,,,,41.7553196,
867,AUBURN GRESHAM,,First Church Of Love & Faith,PANTRY,INACTIVEFB,,,,41.749936100000006,
868,BLUE ISLAND,,Incarnation Parish Food Pantry,PANTRY,ACTIVE,,,,41.656943,
869,CALUMET PARK,,Community Covenant Church,PANTRY,ACTIVE,,,,41.666919,
870,WASHINGTON HEIGHTS,,Oakdale Covenant Church,PANTRY,INACTIVEFB,,,,41.722260600000006,
871,CALUMET PARK,,Chicago South Community Dev.,PANTRY,INACTIVEFB,,,,41.6691066,
872,WEST PULLMAN,,Zacchaeus House,PANTRY,INACTIVEAG,,,,41.67143,
873,AVALON PARK,,Haven of Rest MBC,PANTRY,ACTIVE,,,,41.750985899999996,
874,ORLAND PARK,,Orland Township,PANTRY,ACTIVE,,,,41.620828,
875,WEST ENGLEWOOD,,Beautiful Zion Baptist Church,PANTRY,ACTIVE,,,,41.7779653,
876,AUBURN GRESHAM,,TSA: Laflin Food Pantry,PANTRY,INACTIVEAG,,,,41.7355975,
877,TINLEY PARK,,Tinley Park Food Pantry,PANTRY,ACTIVE,,,,41.5758763,
878,CHICAGO LAWN,,Abundant Life Food Pantry,PANTRY,ACTIVE,,,,41.768546,
879,ENGLEWOOD,,Greater  Mount Vernon Pantry,PANTRY,INACTIVEFB,,,,41.7771158,
880,WASHINGTON HEIGHTS,,Hope Outreach Ministries,PANTRY,INACTIVEFB,,,,41.72881599999999,
881,AVALON PARK,,Faith Tabernacle Church,PANTRY,ACTIVE,,,,41.7456688,
882,WASHINGTON PARK,,T.W.O. Prarie Courts,PANTRY,INACTIVEFB,,,,41.78055,
883,GREATER GRAND CROSSING,,Israel Methodist Cmty Church,PANTRY,ACTIVE,,,,41.7564458,
884,BLUE ISLAND,,St. Donatus Food Pantry,PANTRY,INACTIVEFB,,,,41.6590016,
885,GREATER GRAND CROSSING,,Fire By Night IE Ministrees,PANTRY,INACTIVEFB,,,,41.7592563,
886,AUBURN GRESHAM,,Greater Mount Hebron MB Church,PANTRY,ACTIVE,,,,41.7480227,
887,WOODLAWN,,St. Gelasius Church,PANTRY,INACTIVEFB,,,,41.77818990000001,
888,WEST ENGLEWOOD,,Greater St. John AME Church,PANTRY,ACTIVE,,,,41.7813431,
889,CHATHAM,,Innercity Muslim Action Ntwk,PANTRY,INACTIVEFB,,,,41.7491263,
890,MORGAN PARK,,Mt. Calvary Family Needs,PANTRY,ACTIVE,,,,41.6919573,
891,AUBURN GRESHAM,,Victory Apostolic Faith Church,PANTRY,ACTIVE,,,,41.747124,
892,AUBURN GRESHAM,,Rock of Love MBC Food Pantry,PANTRY,INACTIVEFB,,,,41.7549346,
893,WOODLAWN,,"Way of Holiness Church, The",PANTRY,INACTIVEAG,,,,41.7837034,
894,SOUTH SHORE,,Temple of Brotherly Love,PANTRY,INACTIVEFB,,,,41.755042100000004,
895,BURNSIDE,,Near North Adult Center,PANTRY,INACTIVEFB,,,,41.7257709,
896,WOODLAWN,,LCFS Refugee Settlement,PANTRY,INACTIVEFB,,,,41.78329859999999,
897,MORGAN PARK,,Morgan Park SDA Comm. Srv.,PANTRY,INACTIVEAG,,,,41.6937375,
898,MIDLOTHIAN,,St. Stephen Lutheran Church,PANTRY,INACTIVEAG,,,,41.625034899999996,
899,EVERGREEN PARK,,Village Pantry Coalition,PANTRY,ACTIVE,,,,41.71475299999999,
900,ENGLEWOOD,,Holy Willing Workers of Christ,PANTRY,ACTIVE,,,,41.7690666,
901,ROSELAND,,St. James A.M.E. Food Pantry,PANTRY,ACTIVE,,,,41.725556299999994,
902,WASHINGTON HEIGHTS,,Beverly Hills SDA Church,PANTRY,ACTIVE,,,,41.72336809999999,
903,ROSELAND,,Sheldon Heights COC Pantry,PANTRY,ACTIVE,,,,41.68834409999999,
904,AVALON PARK,,St. Felicitas Church,PANTRY,ACTIVE,,,,41.7426319,
905,GREATER GRAND CROSSING,,Ingelside Whitfield Church,PANTRY,INACTIVEAG,,,,41.7567864,
906,WEST ENGLEWOOD,,Back To God Church,PANTRY,ACTIVE,,,,41.760624799999995,
907,ASHBURN,,Arab American Ed. Council,PANTRY,ACTIVE,,,,41.73980529999999,
908,MORGAN PARK,,Maple Morgan Park Food Pantry,PANTRY,ACTIVE,,,,41.69349829999999,
909,WEST PULLMAN,,Redeeming Grace Food Pantry,PANTRY,ACTIVE,,,,41.6794394,
910,WASHINGTON HEIGHTS,,Baptist Church Without Spot,PANTRY,ACTIVE,,,,41.7241059,
911,GREATER GRAND CROSSING,,Douglas-Tubman Child Dev.,PANTRY,INACTIVEFB,,,,41.76410739999999,
912,CHICAGO LAWN,,Sisters of St. Casimir Pantry,PANTRY,INACTIVEAG,,,,41.77110649999999,
913,AUBURN GRESHAM,,Church of Jesus Christ Intern.,PANTRY,INACTIVEFB,,,,41.746459,
914,GREATER GRAND CROSSING,,TSA: Park Manor Food Pantry,PANTRY,INACTIVEAG,,,,41.763896,
915,ENGLEWOOD,,Zion Temple MBC,PANTRY,INACTIVEAG,,,,41.7667119,
916,CHATHAM,,SOUTH CENTRAL COMMUNITY SVCS.,PANTRY,INACTIVEFB,,,,41.7437801,
917,ENGLEWOOD,,Carver MBC Food Pantry,PANTRY,INACTIVEFB,,,,41.76870539999999,
918,AUBURN GRESHAM,,Family Cares Mission Pantry,PANTRY,ACTIVE,,,,41.750747,
919,ALSIP,,Christ UM Church - Alsip,PANTRY,ACTIVE,,,,41.677189,
920,WASHINGTON HEIGHTS,,Greater Tab. MBC: Vincennes,PANTRY,ACTIVE,,,,41.7178225,
921,BEVERLY,,TRCDO Harvest for the World,PANTRY,ACTIVE,,,,41.7046372,
922,AVALON PARK,,Messiah St. Bartholomew Church,PANTRY,ACTIVE,,,,41.744310299999995,
923,WEST PULLMAN,,Glory to Glory Ministries,PANTRY,INACTIVEFB,,,,41.671664899999996,
924,AVALON PARK,,Calvary MBC,PANTRY,INACTIVEAG,,,,41.7472653,
925,ENGLEWOOD,,Canaan M.B.C. Food Ministry,PANTRY,ACTIVE,,,,41.7728885,
926,AUBURN GRESHAM,,New Joy Divine,PANTRY,ACTIVE,,,,41.755063,
927,AUBURN GRESHAM,,Faith  Pentecostal Holiness,PANTRY,INACTIVEAG,,,,41.747355600000006,
928,ENGLEWOOD,,FAITH TEMPLE COGIC,PANTRY,INACTIVEAG,,,,41.763529,
929,WEST PULLMAN,,Straford Memorial Church,PANTRY,ACTIVE,,,,41.6780982,
930,WASHINGTON HEIGHTS,,Tree of Life MBC Food Pantry,PANTRY,INACTIVEAG,,,,41.7259829,
931,GREATER GRAND CROSSING,,Shiloh SDA Dorcas Society,PANTRY,ACTIVE,,,,41.76720460000001,
932,GREATER GRAND CROSSING,,Salem House Food Pantry,PANTRY,INACTIVEFB,,,,41.7603997,
933,CHATHAM,,St. Stephens Lutheran Church,PANTRY,INACTIVEFB,,,,41.7401622,
934,AUBURN GRESHAM,,Masonic Food Cellar,PANTRY,INACTIVEAG,,,,41.750383299999996,
935,MIDLOTHIAN,,Society of St Vincent de Paul,PANTRY,ACTIVE,,,,41.626386600000004,
936,BURNSIDE,,Grant A Wish Inc.,PANTRY,ACTIVE,,,,41.72598250000001,
937,ENGLEWOOD,,Englewood UMC Food Pantry,PANTRY,ACTIVE,,,,41.777880200000006,
938,GREATER GRAND CROSSING,,Carey Temple AME Food Pantry,PANTRY,ACTIVE,,,,41.764384,
939,WEST PULLMAN,,New Freedom Christian Center,PANTRY,INACTIVEFB,,,,41.6820451,
940,SOUTH SHORE,,Frederick Douglas Crusaders,PANTRY,INACTIVEFB,,,,41.767238,
941,CHATHAM,,Chatham-Avalon Ministries,PANTRY,ACTIVE,,,,41.73772109999999,
942,MIDLOTHIAN,,New Mercies Community Services,PANTRY,INACTIVEAG,,,,41.625884000000006,
943,WOODLAWN,,St Phillip Lutheran Church,PANTRY,INACTIVEAG,,,,41.7810625,
944,MARKHAM,,Anointed Word Internat'l Min.,PANTRY,INACTIVEFB,,,,41.6014679,
945,MARKHAM,,Grace M.B.C. Pantry,PANTRY,ACTIVE,,,,41.58689160000001,
946,GREATER GRAND CROSSING,,St. Columbanus,PANTRY,ACTIVE,,,,41.765227100000004,
947,AUBURN GRESHAM,,God's Place Christian Center,PANTRY,INACTIVEAG,,,,41.73600089999999,
948,OAKLAND,,West Point Baptist Church,PANTRY,ACTIVE,,,,41.829410100000004,
949,ROBBINS,,Seed of Faith Ministries,PANTRY,INACTIVEFB,,,,41.6440343,
950,AUBURN GRESHAM,,Room at the Cross Ministries,PANTRY,INACTIVEFB,,,,41.736062700000005,
951,WASHINGTON PARK,,Greater Metropolitan MB Church,PANTRY,ACTIVE,,,,41.78780099999999,
952,GREATER GRAND CROSSING,,Greater Acquaintance Religious,PANTRY,ACTIVE,,,,41.771159499999996,
953,WEST PULLMAN,,Lights of Zion Church,PANTRY,ACTIVE,,,,41.6821789,
954,CHICAGO LAWN,,Men & Women of God Who Are We,PANTRY,INACTIVEFB,,,,41.7723412,
955,ROSELAND,,Covenant Faith Church of God,PANTRY,ACTIVE,,,,41.70312020000001,
956,ROBBINS,,Right Start Outreach Center,PANTRY,INACTIVEFB,,,,41.6409119,
957,WASHINGTON PARK,,God's House of Hope,GCFD-MP,INACTIVEFB,,,,41.78913970000001,
958,ENGLEWOOD,,Carver MBC,GCFD-MP,INACTIVEAG,,,,41.76870539999999,
959,WEST PULLMAN,,Christ Church of Chicago,PANTRY,INACTIVEFB,,,,41.659438,
960,AUBURN GRESHAM,,New Gresham UMC,PANTRY,ACTIVE,,,,41.7356631,
961,AUBURN GRESHAM,,Greater Mt. Vernon Baptist Ch.,PANTRY,INACTIVEFB,,,,41.7355975,
962,WASHINGTON PARK,,Christ Unity - Good Life,PANTRY,ACTIVE,,,,41.7841214,
963,WOODLAWN,,Ministry of the Faithful toGod,PANTRY,ACTIVE,,,,41.784073299999996,
964,CALUMET PARK,,CEDA - Calumet Park,PANTRY,INACTIVEFB,,,,41.6639625,
965,ENGLEWOOD,,Word of God Life Changing Min.,PANTRY,INACTIVEAG,,,,41.765467,
966,WEST PULLMAN,,Noble Evangelistic Ministries,PANTRY,INACTIVEFB,,,,41.675863,
967,WASHINGTON HEIGHTS,,Gil Gal Ministries NFP,PANTRY,INACTIVEAG,,,,41.72881599999999,
968,GRAND BOULEVARD,,Harris Temple A.O.H. Church,PANTRY,INACTIVEFB,,,,41.819236700000005,
969,CALUMET HEIGHTS,,St. Ailbe Men's Ministry,PANTRY,ACTIVE,,,,41.729949,
970,CHICAGO LAWN,,Calvary Hill Baptist Church,PANTRY,INACTIVEFB,,,,41.7644396,
971,WEST ENGLEWOOD,,Uncle Shack Food Blessing,PANTRY,ACTIVE,,,,41.7595247,
972,GREATER GRAND CROSSING,,Inner-City Missions Network,PANTRY,ACTIVE,,,,41.759737799999996,
973,CHICAGO LAWN,,Agape Apostolic Assembly,PANTRY,INACTIVEAG,,,,41.768583,
974,ENGLEWOOD,,TSA: Englewood,SEASONAL,INACTIVEFB,,,,41.7685941,
975,WOODLAWN,,The Living Room Cafe,PANTRY,INACTIVEAG,,,,41.7787348,
976,WASHINGTON HEIGHTS,,Third Baptist Church ofChicago,PANTRY,ACTIVE,,,,41.721298299999994,
977,MORGAN PARK,,Apostolic Pentecostal Church,PANTRY,ACTIVE,,,,41.6861939,
978,BLUE ISLAND,,TSA: Blue Island,PANTRY,ACTIVE,,,,41.663007799999995,
979,WEST PULLMAN,,Temple of Praise Binding,PANTRY,INACTIVEFB,,,,41.659438,
980,POSEN,,Abounding Life Church of God,PANTRY,ACTIVE,,,,41.627175,
981,AVALON PARK,,Carver MBC Food Pantry,PANTRY,INACTIVEFB,,,,41.745623200000004,
982,BEVERLY,,Unique Value Community Center,PANTRY,INACTIVEAG,,,,41.7137349,
983,WASHINGTON HEIGHTS,,Zion Lutheran Church,PANTRY,ACTIVE,,,,41.713566,
984,GRAND BOULEVARD,,Kenwood Oakland Community Org,PANTRY,ACTIVE,,,,41.817342700000005,
985,WASHINGTON HEIGHTS,,Shiloah Baptist Church,PANTRY,ACTIVE,,,,41.726582,
986,ALSIP,,Lighthouse Chur of All Nations,PANTRY,ACTIVE,,,,41.6602442,
987,ASHBURN,,Daughters of Destiny Min.,PANTRY,ACTIVE,,,,41.74989420000001,
988,ENGLEWOOD,,TSA: Englewood Red Shield Cent,PANTRY,ACTIVE,,,,41.7685216,
989,WEST PULLMAN,,New Christian Joy Full Gospel,PANTRY,ACTIVE,,,,41.6824171,
990,GREATER GRAND CROSSING,,Masjid Al-Hafeez,PANTRY,INACTIVEFB,,,,41.75825220000001,
991,ROSELAND,,New Progressive Missionary,PANTRY,ACTIVE,,,,41.7232227,
992,WEST PULLMAN,,Joyful Harvest Christian Min.,PANTRY,ACTIVE,,,,41.660743,
993,ASHBURN,,Word of God Life Changing Min.,PANTRY,INACTIVEFB,,,,41.74687309999999,
994,BLUE ISLAND,,Englewood Cares Outreach PY,PANTRY,ACTIVE,,,,41.6415599,
995,AUBURN GRESHAM,,God's House of Divine,PANTRY,ACTIVE,,,,41.743021,
996,GREATER GRAND CROSSING,,New Covenant MB Church,PANTRY,ACTIVE,,,,41.7551035,
997,WEST PULLMAN,,TSA: The Salvation Army Ray &,PANTRY,INACTIVEFB,,,,41.6784123,
998,ORLAND PARK,,Anointed Word Internat'l Min.,PANTRY,INACTIVEAG,,,,41.6073597,
999,MORGAN PARK,,"Rho Gamma Gamma, Inc.",PANTRY,ACTIVE,,,,41.685114,
1000,GREATER GRAND CROSSING,,New Life Covenant Church,PANTRY,ACTIVE,,,,41.753369299999996,
1001,WASHINGTON HEIGHTS,,St. Margaret of Scotland,PANTRY,ACTIVE,,,,41.714796500000006,
1002,KENWOOD,,Church of St. Paul and,PANTRY,ACTIVE,,,,41.8045499,
1003,ASHBURN,,New Foundation of Hope,PANTRY,INACTIVEFB,,,,41.7447492,
1004,AUBURN GRESHAM,,Blessed Assurance Faith,PANTRY,ACTIVE,,,,41.750703,
1005,TINLEY PARK,,Anointed Word Internat'l Min.,PANTRY,ACTIVE,,,,41.59453999999999,
1006,CHICAGO LAWN,,Christ Evangelical Ministries,PANTRY,ACTIVE,,,,41.765058200000006,
1007,BLUE ISLAND,,Blue Cap-Rosie's Corporation,GROUP HOME,INACTIVEFB,,,,41.650356200000004,
1008,AUBURN GRESHAM,,St. Elizabeth Catholic Wkr.Sh,SHELTER,INACTIVEAG,,,,41.747654,
1009,AUBURN GRESHAM,,Southwest Women-Amani House,SHELTER,INACTIVEAG,,,,41.747654,
1010,TINLEY PARK,,Crisis Center for So. Suburbia,GROUP HOME,INACTIVEFB,,,,41.563659,
1011,GREATER GRAND CROSSING,,St. Frances De Paula Shelter,SHELTER,INACTIVEAG,,,,41.7527693,
1012,ENGLEWOOD,,Determined Mind To Change,SHELTER,INACTIVEAG,,,,41.76953029999999,
1013,ENGLEWOOD,,Sousa Transitional Shelter,SHELTER,INACTIVEFB,,,,41.7668864,
1014,GREATER GRAND CROSSING,,Institute of Women Today,SHELTER,ACTIVE,,,,41.7609299,
1015,WEST PULLMAN,,ASSUMPTION BVM SHELTER,SHELTER,INACTIVEFB,,,,41.67143,
1016,WASHINGTON PARK,,"Renewed, Inc.",GROUP HOME,INACTIVEAG,,,,41.78465509999999,
1017,ASHBURN,,Greer Christian Community Ctr.,SHELTER,INACTIVEFB,,,,41.7470366,
1018,ENGLEWOOD,,Thresholds Rowan Trees,SHELTER,INACTIVEFB,,,,41.7810693,
1019,EVERGREEN PARK,,Interdependent Living Solution,SHELTER,INACTIVEFB,,,,41.7205877,
1020,MIDLOTHIAN,,YMCA-Independence Place,SHELTER,INACTIVEFB,,,,41.630885,
1021,AUBURN GRESHAM,,CCHC Amani House,SHELTER,ACTIVE,,,,41.747654,
1022,GREATER GRAND CROSSING,,CMHC- 74th St,GROUP HOME,INACTIVEFB,,,,41.7606012,
1023,WEST ENGLEWOOD,,Elite House of Sober Living,SHELTER,INACTIVEFB,,,,41.762313299999995,
1024,WOODLAWN,,First Presbyterian: Kimbark SK,SOUP KITCH,INACTIVEFB,,,,41.7783854,
1025,ENGLEWOOD,,Will Feed Community Org. SK,SOUP KITCH,INACTIVEAG,,,,41.7776961,
1026,KENWOOD,,Hyde Park SDA Soup Kitchen,SOUP KITCH,ACTIVE,,,,41.81115629999999,
1027,ENGLEWOOD,,Englewood UMC SK (Inactive),SOUP KITCH,INACTIVEAG,,,,41.777880200000006,
1028,GREATER GRAND CROSSING,,CMHC- 74th St,GROUP HOME,INACTIVEFB,,,,41.7606012,
1029,MORGAN PARK,,Morgan Park Pentecostal Church,SOUP KITCH,INACTIVEFB,,,,41.689733000000004,
1030,ENGLEWOOD,,Canaan M.B.C. Food Ministry,SOUP KITCH,INACTIVEAG,,,,41.7728885,
1031,WOODLAWN,,Martin Temple Community Ftn,SOUP KITCH,ACTIVE,,,,41.76888659999999,
1032,AUBURN GRESHAM,,Progressive Beulah Pentecostal,SOUP KITCH,INACTIVEFB,,,,41.73572120000001,
1033,MORGAN PARK,,Holy Name of Mary,SOUP KITCH,ACTIVE,,,,41.6903937,
1034,WASHINGTON PARK,,Greater Full Gospel Pente. CH,SOUP KITCH,INACTIVEAG,,,,41.7830266,
1035,WEST PULLMAN,,The Seeds Center of Maple Park,SOUP KITCH,ACTIVE,,,,41.6810324,
1036,ENGLEWOOD,,Shepherd's Hope -,SOUP KITCH,ACTIVE,,,,41.7763169,
1037,MORGAN PARK,,Apostolic Pentecostal Church,SOUP KITCH,ACTIVE,,,,41.6861939,
1038,WOODLAWN,,Charisma,SPECIAL,INACTIVEFB,,,,41.776919299999996,
1039,WOODLAWN,,Charisma,SEASONAL,INACTIVEFB,,,,41.776919299999996,
1040,KENWOOD,,Thresholds Kiley House,PANTRY,INACTIVEFB,,,,41.80845789999999,
1041,KENWOOD,,God Squad Inc.,SCHOOL,INACTIVEFB,,,,41.8018808,
1042,BLUE ISLAND,,Thresholds South Suburbs,SOUP KITCH,INACTIVEFB,,,,41.672223200000005,
1043,WASHINGTON PARK,,NCVI,SCHOOL,INACTIVEFB,,,,41.7992022,
1044,AUBURN GRESHAM,,Sixth District Steering Cmte,SEASONAL,INACTIVEFB,,,,41.750741,
1045,WOODLAWN,,The Living Room Cafe,SOUP KITCH,INACTIVEAG,,,,41.7787348,
1046,CALUMET HEIGHTS,,Comm. Mental Health Council,SOUP KITCH,INACTIVEFB,,,,41.736725,
1047,CALUMET HEIGHTS,,CMHC - Constance,SOUP KITCH,INACTIVEFB,,,,41.736725,
1048,CHICAGO LAWN,,CMHC- Western Ave.,GROUP HOME,INACTIVEFB,,,,41.76375529999999,
1049,HYDE PARK,,METROSquash,SCHOOL,INACTIVEAG,,,,41.7917026,
1050,CHICAGO LAWN,,Men & Women of God Who Are We,SPECIAL,INACTIVEFB,,,,41.7723412,
1051,WEST PULLMAN,,Salem Baptist 6/29/08,SEASONAL,INACTIVEAG,,,,41.677849200000004,
1052,GREATER GRAND CROSSING,,Global Girls Inc.,SPECIAL,INACTIVEAG,,,,41.7556929,
1053,HYDE PARK,,Blue Gargoyle Community Ser.,SPECIAL,INACTIVEAG,,,,41.7919281,
1054,OAK FOREST,,Together We Cope (Oak Forest),PANTRY,INACTIVEAG,,,,41.60309229999999,
1055,ENGLEWOOD,,Congressman Rush,SEASONAL,INACTIVEFB,,,,41.7771158,
1056,HYDE PARK,,Companions Journeying Together,PANTRY,ACTIVE,,,,41.790184100000005,
1057,ORLAND PARK,,Together We Cope (Orland Park),PANTRY,ACTIVE,,,,41.616260499999996,
1058,GREATER GRAND CROSSING,,New Beginnings Church,GCFD-PM,INACTIVEFB,,,,41.7740037,
1059,MORGAN PARK,,Mercy Home for Boys and Girls,GROUP HOME,ACTIVE,,,,41.682456099999996,
1060,AUBURN GRESHAM,,Family Cares Helping Hand,PANTRY,ACTIVE,,,,41.750747,
1061,AUBURN GRESHAM,,Foster Park,SPECIAL,INACTIVEFB,,,,41.741704399999996,
1062,WEST PULLMAN,,Promise Center,SPECIAL,INACTIVEFB,,,,41.6807813,
