id,Program Type,Program Name,Community Area,Activity Status,lat,lon
627,PANTRY,Family Cares Helping Hand,Auburn Gresham,ACTIVE,41.750747,-87.6630136
628,SPECIAL,Foster Park,Auburn Gresham,INACTIVEFB,41.7417044,-87.6600082
629,SPECIAL,Promise Center,West Pullman,INACTIVEFB,41.6807813,-87.6390069
631,SPECIAL,Christ Way,Woodlawn,INACTIVEFB,41.7825704,-87.5959422
632,SPECIAL,Universal Family Connection,Beverly,INACTIVEFB,41.707037,-87.6571525
633,SPECIAL,Global Girls Inc.,South Chicago,INACTIVEFB,41.7467097,-87.5785846
634,SEASONAL,General Jones Armory,Washington Park,ACTIVE,41.7992022,-87.6070635
635,SPECIAL,Auburn Commons,Auburn Gresham,INACTIVEAG,41.7361297,-87.6645276
636,SENIOR,Chgo Dept on Aging - Englewood,Englewood,INACTIVEFB,41.7795394,-87.64235289999999
637,SENIORBOX,Drexel Square,Kenwood,ACTIVE,41.8026246,-87.605874
638,SENIORPRO,Judge Slater Apts,Grand Boulevard,ACTIVE,41.8174183,-87.6078186
639,SENIOR,Kenneth Campbell Senior Bldg,Woodlawn,INACTIVEFB,41.7790042,-87.59680759999999
640,SENIOR,Lincoln Perry Annex,Douglas,INACTIVEFB,41.8364762,-87.62021039999999
641,SENIORBOX,St. Mark Manor,Greater Grand Crossing,ACTIVE,41.75698260000001,-87.60356039999999
642,SPECIAL,T.W.O. Prarie Courts,Grand Boulevard,INACTIVEFB,41.8146429,-87.607096
643,SENIOR,Washington Park Apartments,Kenwood,INACTIVEFB,41.8046161,-87.6059862
644,SENIORBOX,Chatham Park South,Chatham,ACTIVE,41.7403397,-87.6069759
646,SENIORBOX,Lafayette Terrace,Greater Grand Crossing,ACTIVE,41.7679,-87.6271981
647,SENIOR,St. Edmund's Senior Apartments,Washington Park,INACTIVEFB,41.782463,-87.62168199999999
648,SENIOR,Tolton Manor,Englewood,INACTIVEFB,41.778245,-87.634558
649,SENIORBOX,Greencastle of Englewood,Englewood,ACTIVE,41.7784986,-87.6475232
650,SENIOR,Lincoln Perry Main Building,Douglas,INACTIVEAG,41.8352015,-87.6200108
651,SENIORBOX,Orchard Place of Englewood,Englewood,ACTIVE,41.778459,-87.648062
652,SENIORBOX,Edwin C. Berry Manor,Woodlawn,ACTIVE,41.769208,-87.60655899999999
653,SENIORPRO,Midway Plaisance,Woodlawn,ACTIVE,41.7855905,-87.60654199999999
654,SENIORBOX,Greencastle of Woodlawn I,Woodlawn,ACTIVE,41.784609,-87.605532
655,SENIORBOX,Greencastle of Woodlawn II,Woodlawn,ACTIVE,41.7849776,-87.60590789999999
656,SENIOR,Vivian Carter Apartments,Englewood,INACTIVEFB,41.7777241,-87.6314041
657,SENIORBOX,North Washington Park Manor,Grand Boulevard,ACTIVE,41.8033492,-87.6122037
658,SENIOR,Greencastle of Kenwood,Kenwood,INACTIVEAG,41.80562889999999,-87.6059902
659,SENIORPRO,Pioneer Village,Douglas,ACTIVE,41.825842,-87.6175956
660,SENIORBOX,Wentworth Haven Homes,Greater Grand Crossing,ACTIVE,41.7640136,-87.6293915
661,SENIOR,Lincoln Perry Apartments,Douglas,INACTIVEFB,41.8352015,-87.6200108
662,SENIOR,New Pisgah Haven Homes,Auburn Gresham,INACTIVEFB,41.7482518,-87.6533809
663,SENIOR,Park Shore East Elderly,Woodlawn,INACTIVEFB,41.7815574,-87.5882889
664,SENIOR,Atlas Senior Center,South Chicago,ACTIVE,41.7512928,-87.5804323
665,SENIOR,Calumet Township,Calumet Park,ACTIVE,41.6639555,-87.6605783
666,SENIORBOX,St. Edmund's Tower,Washington Park,ACTIVE,41.782463,-87.62168199999999
667,SENIORPRO,Lincoln Perry Annex,Douglas,ACTIVE,41.8364762,-87.62021039999999
668,SENIORPRO,Washington Park Apts,Kenwood,ACTIVE,41.8046161,-87.6059862
669,SENIORPRO,Tolton Manor,Englewood,ACTIVE,41.778245,-87.634558
670,SENIORPRO,Chgo Dept on Aging - Englewood,Englewood,ACTIVE,41.7795394,-87.64235289999999
671,SENIORPRO,Park Shore East Elderly,Woodlawn,ACTIVE,41.7816604,-87.58837799999999
672,SENIORPRO,Kenneth Campbell Apts,Woodlawn,ACTIVE,41.7790042,-87.59680759999999
673,SENIORBOX,Burnham Apartments,Woodlawn,ACTIVE,41.7829875,-87.6063224
674,SENIORBOX,Edward Brown Apartments,Robbins,ACTIVE,41.6408372,-87.69949670000001
675,FOODBOX,Food Box-Hegewisch Comm SvcCtr,Hegewisch,INACTIVEFB,41.653442,-87.54677099999999
676,FOODBOX,Food Box-So. Chcgo Commty Svc,South Chicago,INACTIVEFB,41.7359874,-87.5514001
677,FOODBOX,Food Box -New Beginning Transt,South Shore,INACTIVEFB,41.762366,-87.56922519999999
678,FOODBOX,Food Box-New Beginnings Center,South Shore,INACTIVEFB,41.762366,-87.56922519999999
679,FOODBOX,Food Box-Cornerstone Church,South Chicago,INACTIVEFB,41.7403293,-87.551096
682,CDHS-PRO,Hope Village,South Shore,ACTIVE,41.7520387,-87.5639621
683,CDHS-PRO,Excellent Way,South Shore,INACTIVEFB,41.7520206,-87.5632904
684,CDHS-PRO,Family Restoration,South Deering,ACTIVE,41.72208699999999,-87.5507365
685,CDHS-PRO,Family Rescue/Rosethal Family,South Chicago,ACTIVE,41.7303264,-87.54544969999999
686,CDHS-PRO,Tab House II,Riverdale - Chicago,ACTIVE,41.6456145,-87.61411389999999
688,DAY CARE,K.C. CONLON CHILDREN'S ROOM,Markham,INACTIVEFB,41.5902423,-87.69305659999999
689,DAY CARE,St. Margaret Respite DC,South Shore,INACTIVEAG,41.7632329,-87.5619943
690,DAY CARE,Kenyatta's Day Care,South Shore,ACTIVE,41.7591233,-87.5673762
691,DAY CARE,Primary Day Care Center,Roseland,INACTIVEAG,41.6859238,-87.62057639999999
692,DAY CARE,Golden Gate Day Care Center,Riverdale - Chicago,ACTIVE,41.651084,-87.610857
693,DAY CARE,MARY'S LITTLE LAMBS DAY CARE,South Deering,INACTIVEFB,41.7132312,-87.56434229999999
694,DAY CARE,Child Life Day Care,Burnham,INACTIVEFB,41.6319858,-87.5589787
695,DAY CARE,Community Learning Center Inc.,Roseland,INACTIVEFB,41.7011493,-87.6284036
696,SCHOOL,Academy of Early Education,Roseland,INACTIVEFB,41.6889941,-87.61998109999999
697,DAY CARE,Nurturing Dev't and Learng Ctr,South Holland,INACTIVEFB,41.6222077,-87.5961195
698,DAY CARE,Baby Academy,Lansing,INACTIVEFB,41.5792385,-87.5605902
699,DAY CARE,Learn As You Grow Preschool I,Sauk Village,ACTIVE,41.484997,-87.557332
700,DAY CARE,Learn As You Grow Preschool II,East Hazel Crest,INACTIVEFB,41.574095,-87.66370599999999
701,DAY CARE,Illinois Institute for Childre,South Deering,INACTIVEFB,41.7132301,-87.5645717
702,FOODBOX,Corner Stone Church of Chicago,South Chicago,INACTIVEFB,41.7403293,-87.551096
706,SPECIAL,South Suburban YMCA Senior Ctr,Harvey,INACTIVEFB,41.6081284,-87.64559109999999
714,PANTRY,Christ Apostolic Church of IL,South Chicago,INACTIVEFB,41.74666999999999,-87.55242199999999
716,PANTRY,Vital Bridges-Harvey,Harvey,INACTIVEAG,41.6099581,-87.64521909999999
717,SCHOOL,Centro Comunitario Juan D  KC,South Chicago,INACTIVEAG,41.735039,-87.551761
718,CACFP,Restoration Ministries,Harvey,INACTIVEAG,41.6008779,-87.6420023
719,KIDS CAFE,Christ Ecumenical Center KC,Chicago Heights,INACTIVEFB,41.501857,-87.6306309
720,KIDS CAFE,ABJ KC,West Pullman,INACTIVEAG,41.6704872,-87.6198929
721,KIDS CAFE,Christ Ecumenical Ctr KC,Chicago Heights,INACTIVEAG,41.517575,-87.635232
722,KIDS CAFE,ABJ Mending Young Minds,South Shore,INACTIVEFB,41.7665637,-87.5804285
723,KIDS CAFE,"WRAP, Inc.  Kids Cafe",Harvey,INACTIVEFB,41.6081284,-87.64559109999999
724,KIDS CAFE,F.U.T.U.R.E. Foundation,Ford Heights,INACTIVEAG,41.502967,-87.59541399999999
725,CACFP,CYC Rebecca Crown,South Shore,ACTIVE,41.7569299,-87.56475510000001
726,KIDS CAFE,Ultimate Blessings,Harvey,INACTIVEFB,41.608368,-87.64811499999999
727,KIDS CAFE,Ford Heights Comm Youth Cmte.,Ford Heights,INACTIVEFB,41.5076706,-87.5868759
728,KIDS CAFE,Ford Heights Youth Committee,Ford Heights,INACTIVEFB,41.5035718,-87.60131109999999
729,KIDS CAFE,Union Evangelistic Baptist,Chicago Heights,INACTIVEFB,41.5014147,-87.63014749999999
730,KIDS CAFE,Living Grace Church (CM),Lynwood,INACTIVEFB,41.5304922,-87.551932
731,KIDS CAFE,abundant life,Chicago Heights,INACTIVEFB,41.862399,-87.6663086
732,KIDS CAFE,Gloria Taylor Park,Harvey,INACTIVEFB,41.6142871,-87.6446133
733,SFSP,Holmes Park,Harvey,ACTIVE,41.6524261,-87.8813643
734,KIDS CAFE,Glaeser Park (CM),Richton Park,INACTIVEFB,41.4876573,-87.7293499
735,KIDS CAFE,Sandridge Shool District (CM),Lynwood,INACTIVEFB,41.5188071,-87.5450765
736,KIDS CAFE,Bethel Gospel Tabernacle (CM),Harvey,INACTIVEFB,41.6147253,-88.2216052
737,KIDS CAFE,Full Gospel Christian Assembly,Hazel Crest,INACTIVEFB,41.5716472,-87.7011155
738,KIDS CAFE,American Association of,Park Forest,INACTIVEFB,41.479414,-87.6818909
739,SFSP,Cottage Grove School,Ford Heights,ACTIVE,41.5055883,-87.59587549999999
740,KIDS CAFE,Medgar Evers School (CM),Ford Heights,INACTIVEFB,41.5135211,-87.5906395
741,SFSP,Chicago Heights Park District,Chicago Heights,INACTIVEFB,41.5056737,-87.6418453
742,SFSP,Commissioners Park,Chicago Heights,ACTIVE,41.6661738,-87.7018658
743,KIDS CAFE,Christ Cathedral Baptist Ch.,Roseland,INACTIVEAG,41.6922157,-87.6346921
744,KIDS CAFE,Ivan Hoe Park District,Riverdale - Suburb,INACTIVEFB,41.6464823,-87.6258302
745,KIDS CAFE,Ivanhoe Park District,Riverdale - Suburb,INACTIVEFB,41.633072,-87.6312536
746,KIDS CAFE,Rey Gonzalez-El Valor,South Chicago,INACTIVEFB,41.7285349,-87.5493403
747,KIDS CAFE,Richton Park Community Center,Richton Park,INACTIVEFB,41.4836837,-87.7239093
748,CACFP,South Chicago YMCA,South Chicago,ACTIVE,41.7297841,-87.5491606
749,KIDS CAFE,TruVision Productions,Country Club Hills,INACTIVEFB,41.55073,-87.729193
750,KIDS CAFE,Hodges Park,Chicago Heights,INACTIVEFB,41.50256299999999,-87.61934649999999
751,KIDS CAFE,Greater Faith Baptist Church,Chicago Heights,INACTIVEFB,41.4976174,-87.6616263
752,KIDS CAFE,Euclid Park (CHPD),Chicago Heights,INACTIVEFB,41.4953563,-87.6451553
753,KIDS CAFE,Windows of Heaven Community,Chicago Heights,INACTIVEFB,41.512105,-87.64332499999999
754,KIDS CAFE,Sesto Park,Chicago Heights,INACTIVEFB,41.4972299,-87.6735408
755,KIDS CAFE,Jirtle Park,Chicago Heights,INACTIVEFB,41.4925112,-87.6330134
756,KIDS CAFE,New Faith Baptist Church -,Matteson,INACTIVEFB,41.5260356,-87.7517634
757,KIDS CAFE,Cornerstone Christian School,South Chicago Heights,INACTIVEAG,41.48536989999999,-87.63757849999999
758,KIDS CAFE,Unity Fellowship,Harvey,INACTIVEFB,41.88564969999999,-87.7451569
760,KIDS CAFE,Jesse Owens Elementary,West Pullman,INACTIVEAG,41.6677891,-87.62230009999999
761,CACFP,Village of Richton Park,Richton Park,ACTIVE,41.4745433,-87.72424099999999
762,KIDS CAFE,New Foundation B. Church,Roseland,INACTIVEFB,41.7008932,-87.628107
763,KIDS CAFE,South Suburban Special (SSSRA),Matteson,INACTIVEFB,41.50201,-87.707128
764,SFSP,Medgar Evers - District #169,Ford Heights,ACTIVE,41.5145857,-87.58748059999999
765,SFSP,Riverdale Park District,Riverdale - Suburb,ACTIVE,41.633072,-87.6312536
766,KIDS CAFE,Wacker Park (CHPD),Chicago Heights,INACTIVEAG,41.6905805,-87.6386915
767,KIDS CAFE,Kizer Memorial Summer Camp,Harvey,INACTIVEFB,41.6252124,-87.6572703
768,SFSP,CHA Trumbull Oglesby,South Deering,ACTIVE,41.7024343,-87.5653753
769,KIDS CAFE,Holman Leadership Academy,South Shore,INACTIVEFB,41.7659977,-87.5631092
770,KIDS CAFE,St. John Pentecostal Church,Roseland,INACTIVEFB,41.6995984,-87.6205947
771,KIDS CAFE,State Representative Thaddeus,Calumet City,INACTIVEFB,41.6227951,-87.5714856
772,KIDS CAFE,La Causa Community Committee,South Chicago,INACTIVEFB,41.734937,-87.55175799999999
773,KIDS CAFE,Gospel Way Covenant Church,South Chicago,INACTIVEFB,41.7466363,-87.5604209
774,KIDS CAFE,United Fellowship Church,Harvey,INACTIVEFB,41.6217523,-87.6251964
775,SFSP,Maranatha Comm Youth Center,South Shore,ACTIVE,41.7657748,-87.5845988
776,SFSP,CHA- Altgeld 656,Riverdale - Chicago,ACTIVE,41.65370739999999,-87.60555
777,KIDS CAFE,Standberry Christian Academy,Harvey,INACTIVEFB,41.6226673,-87.6303011
778,KIDS CAFE,Inner City Youth Service,South Chicago,INACTIVEFB,41.7278858,-87.55151339999999
779,SFSP,CHA - Olive Harvey College,Pullman,ACTIVE,41.7105365,-87.59211599999999
780,SFSP,CHA- Trumbull,South Deering,ACTIVE,41.7021046,-87.5634856
781,SFSP,CHA- Altgeld Langley,Riverdale - Chicago,ACTIVE,41.6560034,-87.60544250000001
782,SFSP,CHA- Altgeld Evans,Riverdale - Chicago,ACTIVE,41.658098,-87.6035247
783,SFSP,CHA- Altgeld 742,Riverdale - Chicago,ACTIVE,41.6532429,-87.6027592
784,SFSP,CHA- Altgeld Greenwood,Riverdale - Chicago,ACTIVE,41.65777120000001,-87.5962603
785,KIDS CAFE,CYC: Edu Supp Init Program,South Shore,INACTIVEFB,41.7569299,-87.56475510000001
786,KIDS CAFE,Success to Significance,Roseland,INACTIVEFB,41.691479,-87.6250025
787,SFSP,Roseland Christian Ministries,Roseland,ACTIVE,41.6964833,-87.621161
788,SFSP,Metropolitan Family Services,Roseland,ACTIVE,41.7069944,-87.61667849999999
789,SFSP,Metropolitan Family Services,Riverdale - Chicago,ACTIVE,41.6548234,-87.5987083
790,SFSP,Harvey Park District,Harvey,INACTIVEFB,41.5987848,-87.637329
791,KIDS CAFE,Golden Gate Day Care Center,Riverdale - Chicago,INACTIVEFB,41.651084,-87.610857
792,KIDS CAFE,South Suburban Special Rec Ass,Matteson,INACTIVEFB,41.514464,-87.73941459999999
793,KIDS CAFE,Little Angels Academy,South Deering,INACTIVEFB,41.7045568,-87.5596211
794,KIDS CAFE,Martin Luther King Jr. Park,Harvey,INACTIVEAG,41.61685230000001,-87.6580623
795,KIDS CAFE,Hazel Crest Community Ch UMC,Hazel Crest,INACTIVEFB,41.580379,-87.68602299999999
797,KIDS CAFE,Achieve Chicago Southland,Country Club Hills,INACTIVEFB,41.5731375,-87.71369709999999
798,KIDS CAFE,Riley School,Harvey,INACTIVEFB,41.598631,-87.66314770000001
799,KIDS CAFE,Whittier Elementary School,Harvey,INACTIVEFB,41.613559,-87.65173220000001
800,KIDS CAFE,Bryant Elementary School,Harvey,INACTIVEFB,41.6220609,-87.6431056
801,KIDS CAFE,Holmes Elementary School,Harvey,INACTIVEFB,41.598496,-87.6390304
803,SFSP,Third Baptist Church ofChicago,Washington Heights,ACTIVE,41.7208945,-87.6623116
804,SFSP,Rising Stars Youth Club,Austin,ACTIVE,41.9456539,-87.7979582
805,SFSP,RSOC,Sauk Village,ACTIVE,41.505602,-87.7311704
806,SFSP,Union League Boys & Girls Club,Lower West Side,ACTIVE,41.9036087,-87.69497849999999
807,KIDS CAFE,The Harvey Finishers TrackClub,Harvey,INACTIVEFB,41.61877800000001,-87.645084
808,SFSP,Shekinah Chapel - SIMFA Summer,Riverdale - Suburb,ACTIVE,41.644223,-87.621071
809,CACFP,Beginnings Pre-School,Richton Park,INACTIVEAG,41.9092518,-87.7624621
810,SFSP,Mercy Housing Lakefront,Roseland,ACTIVE,41.7047423,-87.62105660000002
811,SFSP,My Cheer Now Summer Camp,Riverdale - Chicago,ACTIVE,41.6768008,-87.60201270000002
812,SFSP,CHA Mackinaw,South Chicago,ACTIVE,41.7438159,-87.5433269
813,KIDS CAFE,Immaculate Conception School,South Chicago,INACTIVEFB,41.9864405,-87.8088185
814,SFSP,King of Glory Tabernacle Churc,South Chicago,ACTIVE,41.7446668,-87.5682295
815,HKM,Carver Elementary School,Riverdale - Chicago,ACTIVE,41.6562369,-87.5995315
816,HKM,O'Keeffe School of Excellence,South Shore,ACTIVE,41.7686287,-87.57317309999999
817,HKM,Arnold Mireles Academy,South Chicago,ACTIVE,41.7311453,-87.5533088
818,GCFD-MP,Alicia's House,South Chicago Heights,INACTIVEFB,41.490937,-87.63612499999999
819,GCFD-MP,Respond Now: Sauk Village,Sauk Village,INACTIVEFB,41.494637,-87.556776
820,GCFD-MP,Ford Heights Community Service,Ford Heights,INACTIVEFB,41.506003,-87.589845
821,GCFD-MP,Chicago Miracle Temple Church,Chicago Heights,INACTIVEFB,41.5023544,-87.6387694
822,GCFD-MP,Hope Community Services,Markham,INACTIVEFB,41.592364,-87.693665
823,GCFD-MP,Emmanuel Church,Sauk Village,ACTIVE,41.48125599999999,-87.556359
824,GCFD-MP,TSA: Chicago Heights,Chicago Heights,INACTIVEAG,41.52331299999999,-87.63534899999999
825,GCFD-MP,Greater Faith Baptist Church,Chicago Heights,INACTIVEFB,41.5052949,-87.63461199999999
826,FOODBOX,Vivian E. Summer Preparatory S,Roseland,INACTIVEFB,41.6898865,-87.62180889999999
827,FOODBOX,Carver Park-DFSS Service Fair,Riverdale - Chicago,INACTIVEFB,41.65591939999999,-87.598784
828,FOODBOX,Christ Bible Church of Chicago,South Chicago,INACTIVEFB,41.752427,-87.5502968
829,FOODBOX,Christ Deliverance Church,South Chicago,INACTIVEFB,41.745567,-87.55552899999999
830,FOODBOX,St. Kevin Food Pantry,South Deering,INACTIVEFB,41.7041904,-87.55939529999999
831,FOODBOX,Christ Bilbe Church of God,South Chicago,INACTIVEFB,41.752427,-87.5502968
832,FOODBOX,Grace Apostolic Church,South Chicago,INACTIVEFB,41.7455141,-87.5527777
833,GCFD-MP,Impact Ministry/,South Chicago,ACTIVE,41.752427,-87.5502968
834,GCFD-MP,True Foundation Church,Chicago Heights,ACTIVE,41.5061608,-87.6295444
835,GCFD-MP,Faith Movers Church,Chicago Heights,ACTIVE,41.504085,-87.6279098
836,GCFD-MP,Access Health/Respond Now,Chicago Heights,INACTIVEFB,41.5057512,-87.6471467
837,GCFD-MP,Covenant United C.O.C.,South Holland,INACTIVEFB,41.61595639999999,-87.5886994
838,FOODBOX,Trumball Park,South Deering,INACTIVEFB,41.7056963,-87.5644536
839,FOODBOX,Palmer Park,Roseland,INACTIVEFB,41.8692646,-87.62587409999999
840,GCFD-MP,Respond Now: Sauk Village,Sauk Village,INACTIVEFB,41.4936899,-87.5580308
841,GCFD-MP,Millennium Ministries,Harvey,INACTIVEFB,41.8758987,-87.625225
842,GCFD-MP,St Irenaeus/Catholic Charities,Park Forest,INACTIVEFB,41.479414,-87.6818909
843,GCFD-MP,Roseland Christian Ministries,Roseland,INACTIVEFB,41.6964833,-87.621161
844,GCFD-MP,Altgeld Murray Homes,Riverdale - Chicago,INACTIVEFB,41.6574749,-87.600149
845,GCFD-PM,Millennium Ministries,Harvey,INACTIVEFB,41.61170329999999,-87.6571458
846,GCFD-PM,Abundant Living Christian Ctr,Dolton,INACTIVEFB,41.63004979999999,-87.5955275
847,GCFD-PM,Covenant United C.O.C.,South Holland,INACTIVEFB,41.61595639999999,-87.5886994
848,GCFD-MP,St. Kevin Parish,South Deering,ACTIVE,41.7041904,-87.55939529999999
849,N4K,Burnham/Anthony School,South Deering,INACTIVEAG,41.7206139,-87.5772594
850,N4K,New Sullivan School,South Chicago,INACTIVEAG,41.7440133,-87.54266539999999
851,N4K,Lincoln School-NFK,Chicago Heights,INACTIVEFB,41.5035387,-87.6292186
852,N4K,Lincoln School,Chicago Heights,INACTIVEAG,41.5035387,-87.6292186
853,N4K,Lincoln School,Chicago Heights,INACTIVEFB,41.5035387,-87.6292186
854,N4K,New Sullivan Elementary,South Chicago,INACTIVEFB,41.7440133,-87.54266539999999
855,N4K,Burnham Anthony Elementary,South Deering,INACTIVEFB,41.7206139,-87.5772594
856,N4K,Ford Heights Youth Committee,Ford Heights,INACTIVEFB,41.5076706,-87.5868759
857,N4K,Gallistel Elementary,East Side,INACTIVEFB,41.7068834,-87.5349293
858,N4K,Lawrence Elementary,South Deering,INACTIVEFB,41.7092873,-87.5665387
859,N4K,Gallistel Academy (BRANCH),East Side,INACTIVEFB,41.7100195,-87.5340666
860,N4K,Gallistel Academy (HS),East Side,INACTIVEFB,41.7106001,-87.53468099999999
861,N4K,Pullman Elementary,Pullman,INACTIVEFB,41.6884931,-87.60942
862,ONSITE,Golden Gate Day Care Center,Riverdale - Chicago,INACTIVEFB,41.651084,-87.610857
863,ONSITE,Respond Now,Chicago Heights,INACTIVEFB,41.5047724,-87.6348488
865,ONSITE,Catholic Charities: Roseland,Roseland,INACTIVEFB,41.68918619999999,-87.6205978
866,ONSITE,Family Rescue,South Chicago,INACTIVEFB,41.7303264,-87.54544969999999
867,ONSITE,South Shore Community Church,South Shore,INACTIVEFB,41.7606462,-87.5660274
868,ONSITE,SE Emergency FP Ada Mckinley,South Chicago,INACTIVEFB,41.7303574,-87.5523506
869,ONSITE,St. Mary's Parish Center,Riverdale - Chicago,INACTIVEAG,41.6460102,-87.6145825
870,ONSITE,St. Francis De Sales: SVDP,East Side,INACTIVEFB,41.710446,-87.53441199999999
871,ONSITE,Beacon of Joy,Roseland,INACTIVEFB,41.6977102,-87.625965
872,ONSITE,Our Lady Gate of Heaven Church,South Deering,INACTIVEFB,41.7155038,-87.5670612
873,ONSITE,Ascension-St. Susanna PY,Harvey,INACTIVEFB,41.6122834,-87.6527867
874,ONSITE,Bryn Mawr Community Church,South Shore,INACTIVEFB,41.7676063,-87.5767769
876,ONSITE,Calumet City Resources,Calumet City,INACTIVEFB,41.6129393,-87.53011819999999
877,ONSITE,Rich Township Pantry,Richton Park,INACTIVEFB,41.489528,-87.7124879
879,ONSITE,Community Outreach Program,Steger,INACTIVEFB,41.4677742,-87.6396101
880,ONSITE,Restoration Ministries,Harvey,INACTIVEFB,41.6008779,-87.6420023
881,ONSITE,Excellent Way,South Shore,INACTIVEFB,41.7520206,-87.5632904
882,ONSITE,Hattie B. Williams Food Pantry,South Holland,INACTIVEFB,41.615962,-87.59023069999999
883,ONSITE,Ford Heights Community Service,Ford Heights,INACTIVEFB,41.506003,-87.589845
884,ONSITE,Windsor Park Lutheran Church,South Shore,INACTIVEFB,41.7570385,-87.56066679999999
885,ONSITE,Trinity Resurrection United,South Chicago,INACTIVEFB,41.7303773,-87.5432101
886,ONSITE,South Suburban YMCA Senior Ctr,Harvey,INACTIVEFB,41.6081284,-87.64559109999999
887,ONSITE,St. Clement's Open Pantry,Harvey,INACTIVEFB,41.61194,-87.65062499999999
888,ONSITE,Community Learning Center Inc.,Roseland,INACTIVEFB,41.7011493,-87.6284036
890,ONSITE,Christ Ecumenical Center,Chicago Heights,INACTIVEFB,41.501857,-87.6306309
891,ONSITE,Lansing Community Pantry,Lansing,INACTIVEFB,41.5649428,-87.5443896
892,ONSITE,"South Suburban Council, The",East Hazel Crest,INACTIVEFB,41.57465819999999,-87.665486
894,ONSITE,St. Florian: SVDP Food Pantry,Hegewisch,INACTIVEFB,41.656268,-87.54824699999999
895,ONSITE,True Vine of Holiness Church,Roseland,INACTIVEFB,41.6930114,-87.6130591
896,ONSITE,Centro Comunitario Juan Diego,South Chicago,INACTIVEFB,41.735039,-87.551761
898,ONSITE,Hope Community Services,Markham,INACTIVEFB,41.5945857,-87.694608
899,ONSITE,Child Life Day Care,Burnham,INACTIVEFB,41.6319858,-87.5589787
900,ONSITE,ABJ Community Services Inc.,South Chicago,INACTIVEFB,41.7665637,-87.5804285
901,ONSITE,St. Philip Neri Lady of Peace,South Shore,INACTIVEFB,41.7648422,-87.5725855
902,ONSITE,St. Kevin Food Pantry,South Deering,INACTIVEFB,41.7041904,-87.55939529999999
903,ONSITE,Wesley Memorial,Harvey,INACTIVEFB,41.612233,-87.65318049999999
904,ONSITE,Chicago Miracle Temple,Chicago Heights,INACTIVEFB,41.5023544,-87.6387694
905,ONSITE,Queen of Apostles,Riverdale - Suburb,INACTIVEFB,41.63177400000001,-87.62719609999999
906,ONSITE,South Shore Baptist Church,South Shore,INACTIVEFB,41.752427,-87.5502968
907,ONSITE,New Shining Light COGIC,Harvey,INACTIVEFB,41.60936,-87.663547
908,ONSITE,Hazel Crest Community Ch UMC,Hazel Crest,INACTIVEFB,41.580379,-87.68602299999999
909,ONSITE,Greater Tab. MBC: Roseland,Roseland,INACTIVEFB,41.6896204,-87.6185344
910,ONSITE,Grace Church,Burnham,INACTIVEFB,41.6575232,-87.5568689
911,ONSITE,New Mount Olive Christian Help,Harvey,INACTIVEFB,41.60467999999999,-87.660427
912,ONSITE,Thornton Twp Pantry,Harvey,INACTIVEFB,41.60035269999999,-87.609222
913,ONSITE,Faith United Family Enrichment,Roseland,INACTIVEFB,41.6856082,-87.6196228
914,ONSITE,Bethel Community Center,West Pullman,INACTIVEFB,41.6818514,-87.6220276
916,ONSITE,Restoration Ministries KC,Harvey,INACTIVEFB,41.6008779,-87.6420023
917,ONSITE,Catholic Char: South Holland,South Holland,INACTIVEFB,41.60383849999999,-87.58494429999999
918,ONSITE,Kenyatta's Day Care,South Shore,INACTIVEFB,41.7591233,-87.5673762
919,ONSITE,Millennium Ministries Pantry,Harvey,INACTIVEFB,41.61170329999999,-87.6571458
921,ONSITE,Academy of Early Education,Roseland,INACTIVEFB,41.6889941,-87.61998109999999
922,ONSITE,Evangelism Outreach Ministries,Roseland,INACTIVEFB,41.68560919999999,-87.6172484
923,ONSITE,South Chicago Neighborhood,South Chicago,INACTIVEFB,41.741282,-87.54333299999999
930,ONSITE,Christ Apostolic Church of IL,South Chicago,INACTIVEFB,41.74666999999999,-87.55242199999999
932,ONSITE,New Morning Star,West Garfield Park,INACTIVEFB,41.6365999,-87.6411925
937,ONSITE,Praise Tabernacle Baptist Ch,South Deering,INACTIVEFB,41.7225637,-87.5509527
943,ONSITE,Christ Cathedral Baptist Ch.,Roseland,INACTIVEFB,41.6922157,-87.6346921
944,ONSITE,New Covenant H.D.S.C.,Harvey,INACTIVEFB,41.6191639,-87.65988759999999
945,ONSITE,Covenant United C.O.C.,South Holland,INACTIVEFB,41.61595639999999,-87.5886994
946,ONSITE,Nurturing Dev't and Learng Ctr,South Holland,INACTIVEFB,41.6179859,-87.5294625
951,ONSITE,F.U.T.U.R.E. Foundation,Ford Heights,INACTIVEFB,41.502967,-87.59541399999999
954,ONSITE,CYC Rebecca Crown KC,South Shore,INACTIVEFB,41.7569299,-87.56475510000001
955,ONSITE,RCDC Health & Education Center,Roseland,INACTIVEFB,41.686733,-87.62060199999999
956,ONSITE,Miracle Deliverance Church,West Pullman,INACTIVEFB,41.6838414,-87.6130134
957,ONSITE,Learn As You Grow Preschool I,Sauk Village,INACTIVEFB,41.484997,-87.557332
958,ONSITE,Chosen Tabernacle Full Gospel,South Chicago,INACTIVEFB,41.7515728,-87.5696466
959,ONSITE,Glenwood School,Glenwood,INACTIVEFB,41.546765,-87.6286567
960,ONSITE,South Shore U.M.C.,South Shore,INACTIVEFB,41.76095189999999,-87.57651059999999
